Activity Type,Date,Favorite,Title,Distance,Calories,Time,Avg HR,Max HR,Aerobic TE,Avg Cadence,Max Cadence,Avg Pace,Best Pace,Total Ascent,Total Descent,Avg Stride Length,Training Stress Score®,Steps,Total Sets,Min Temp,Decompression,Best Lap Time,Number of Laps,Max Temp,Moving Time,Elapsed Time,Min Elevation,Max Elevation
Running,2020-03-04 17:18:11,false,"Henrico County Running","0.09","2","00:00:22.3","112","124","0.0","166","221","4:05","3:41","7","--","2.37","0.0","58","--","66.2","No","--:--:--","1","68.0","00:00:22","00:00:22.3","314","323"
Running,2020-03-04 17:16:01,false,"Henrico County Running","0.09","2","00:00:23.3","111","125","0.0","155","210","4:23","3:36","3","3","2.37","0.0","70","--","66.2","No","--:--:--","1","66.2","00:00:22","00:00:23.3","313","323"
Running,2020-03-04 17:13:17,false,"Henrico County Running","0.09","1","00:00:21.7","115","126","0.0","140","221","4:03","3:33","7","--","2.84","0.0","52","--","66.2","No","--:--:--","1","68.0","00:00:18","00:00:21.7","316","327"
Running,2020-03-04 16:43:31,false,"Henrico County Running","0.49","24","00:02:43.9","124","136","0.3","167","186","5:36","4:59","16","20","1.72","0.0","470","--","66.2","No","--:--:--","1","68.0","00:02:43.9","00:02:43.9","320","347"
Running,2020-03-02 16:51:53,true,"Henrico County Running","4.78","386","00:32:41","149","160","2.9","166","186","6:51","5:11","207","207","1.42","0.0","5,436","--","66.2","No","00:05:08.6","5","73.4","00:32:31","00:32:41","225","318"
Running,2020-02-29 10:34:04,false,"Henrico County Running","0.82","73","00:10:03","119","142","0.6","127","225","12:12","6:22","23","62","1.04","0.0","1,324","--","55.4","No","--:--:--","1","59.0","00:09:52","00:10:03","201","266"
Running,2020-02-29 10:23:42,false,"Henrico County Running","0.25","10","00:01:10.2","124","151","0.1","173","206","4:45","3:58","10","--","1.96","0.0","220","--","53.6","No","--:--:--","1","57.2","00:01:09","00:01:10.2","205","214"
Running,2020-02-29 10:17:25,false,"Henrico County Running","0.25","12","00:01:10.3","140","155","0.2","179","206","4:44","3:38","7","--","1.90","0.0","204","--","53.6","No","--:--:--","1","57.2","00:01:09","00:01:10.3","205","213"
Running,2020-02-29 10:13:36,false,"Henrico County Running","0.25","12","00:01:09.0","144","164","0.3","174","216","4:33","2:53","7","7","2.03","0.0","204","--","55.4","No","--:--:--","1","59.0","00:01:07","00:01:09.0","203","217"
Running,2020-02-29 09:57:11,false,"Henrico County Running","1.36","128","00:09:46.3","158","173","2.4","166","178","7:10","6:27","72","72","1.35","0.0","1,650","--","51.8","No","00:02:33.2","2","82.4","00:09:44","00:09:46.3","138","210"
Running,2020-02-26 16:17:54,false,"Henrico County Running","3.46","304","00:25:00","150","160","2.9","166","173","7:13","6:02","102","108","1.35","0.0","4,182","--","60.8","No","00:03:17.6","4","66.2","00:24:57","00:25:00","1,205","1,253"
Resort Skiing/Snowboarding,2020-01-27 10:31:56,false,"Pocahontas County Resort Skiing/Snowboarding","2.23","129","00:27:47","--","--","--","--","--","4.8","16.0","--","2,126","--","0.0","--","--","82.4","No","00:00:42.6","4","89.6","00:26:48","01:20:33","5,356","6,093"
Resort Skiing/Snowboarding,2020-01-26 14:27:20,false,"Pocahontas County Resort Skiing/Snowboarding","3.79","164","00:23:45","--","--","--","--","--","9.6","35.4","--","3,333","--","0.0","--","--","77.0","No","00:04:08.0","4","84.2","00:23:44","01:15:16","4,507","6,026"
Resort Skiing/Snowboarding,2020-01-26 10:19:48,false,"Pocahontas County Resort Skiing/Snowboarding","5.53","205","00:37:13","110","147","0.6","--","--","8.9","25.5","--","3,783","--","0.0","--","--","75.2","No","00:03:54","7","87.8","00:37:12","02:31:49","4,669","5,780"
Running,2020-01-03 11:30:42,false,"Virginia Beach Running","3.46","317","00:25:04","152","164","3.0","165","176","7:14","6:36","43","33","1.35","0.0","4,142","--","62.6","No","00:03:20.8","4","73.4","00:24:58","00:25:12","-37","-7"
Running,2020-01-02 12:31:01,false,"Virginia Beach Running","3.12","356","00:25:00","170","183","3.6","163","186","8:01","5:51","7","7","1.23","0.0","4,102","--","68.0","No","00:00:00.8","11","82.4","00:24:49","00:25:00","-18","-4"
Running,2019-12-25 09:34:02,false,"Bedford County Running","4.78","511","00:40:00","157","181","3.4","164","228","8:22","6:09","354","354","1.17","0.0","6,600","--","57.2","No","00:00:06.5","6","82.4","00:39:58","00:42:23","873","1,037"
