Activity Type,Date,Favorite,Title,Distance,Calories,Time,Avg HR,Max HR,Aerobic TE,Avg Cadence,Max Cadence,Avg Pace,Best Pace,Total Ascent,Total Descent,Avg Stride Length,Training Stress Score®,Steps,Total Sets,Min Temp,Decompression,Best Lap Time,Number of Laps,Max Temp,Moving Time,Elapsed Time,Min Elevation,Max Elevation
Running,12/27/23 15:05,FALSE,Henrico County Running,6,815,0:56:52,156,187,3.4,138,220,9:29,3:31,180,141,1.2,0,"8,086",--,66.2,No,00:29.4,12,75.2,0:51:57,1:10:30,368,403
Running,12/10/23 9:50,FALSE,Running,3.11,358,0:22:16,159,175,3.3,172,194,7:10,5:45,154,151,1.3,0,"3,870",--,66.2,No,0:22:16,1,80.6,0:22:12,0:22:16,"1,245","1,321"
Running,12/7/23 13:14,FALSE,Running,0,9,00:57.9,120,123,0.1,--,--,--,--,--,--,--,0,--,--,78.8,No,00:57.9,1,80.6,0:00:00,00:57.9,"1,230","1,232"
Running,11/23/23 8:31,FALSE,Richmond Running,3.09,291,0:18:20,158,183,3.1,181,212,5:56,4:19,105,135,1.5,0,"3,328",--,51.8,No,0:18:20,1,69.8,0:18:20,0:18:20,148,264
Running,11/14/23 9:35,FALSE,Winston-Salem Running,1.14,84,05:37.4,149,171,2.1,190,209,4:56,3:11,7,3,1.72,0,"1,078",--,68,No,05:37.4,1,78.8,0:05:36,07:45.8,"1,998","2,008"
Running,11/3/23 12:43,FALSE,Winston-Salem Running,10.29,"1,011",1:04:57,159,176,4.1,177,198,6:19,4:37,446,384,1.44,0,"11,542",--,64.4,No,00:03.6,3,75.2,1:04:53,1:04:57,"1,476","1,621"
Running,11/1/23 17:14,FALSE,Winston-Salem Running,7,844,0:49:36,168,192,4.9,169,208,7:05,4:45,328,374,1.34,0,"8,602",--,64.4,No,0:49:36,1,75.2,0:49:12,0:49:36,"1,463","1,598"
Running,7/26/23 9:09,FALSE,Henrico County Running,4.58,656,0:37:01,164,193,4,148,196,8:05,4:42,194,184,1.33,0,"5,762",--,82.4,No,00:43.1,11,89.6,0:36:06,0:37:01,497,587
Running,7/21/23 9:16,FALSE,Henrico County Running,5.06,809,0:47:51,161,190,3.7,130,223,9:27,1:23,131,141,1.28,0,"6,422",--,82.4,No,00:15.2,22,91.4,0:44:40,0:47:51,497,579
Running,12/14/22 16:47,FALSE,Henrico County Running,1.02,81,05:16.6,155,170,1.6,183,202,5:09,4:28,20,16,1.71,0,966,--,62.6,No,01:16.1,3,73.4,0:05:16,05:16.6,231,259
Running,6/11/22 8:08,FALSE,Running,3.17,255,0:18:24,145,156,2.2,177,198,5:49,3:32,95,108,1.56,0,"3,284",--,71.6,No,0:18:24,1,82.4,0:18:12,0:18:24,245,296
Running,3/26/22 9:20,FALSE,Henrico County Running,3.31,277,0:19:00,149,169,2.6,182,207,5:45,3:59,69,72,1.54,0,"3,496",--,55.4,No,0:19:00,1,64.4,0:19:00,0:19:00,230,272
Running,12/23/21 15:02,FALSE,Henrico County Running,4,417,0:26:20,161,203,3.3,178,197,6:34,5:23,154,112,1.38,0,"4,730",--,51.8,No,0:26:20,1,80.6,0:25:59,0:26:58,161,235
Running,12/22/21 16:03,FALSE,Henrico County Running,4.3,470,0:59:58,121,161,2,72,230,13:57,3:11,95,118,1.8,0,"4,560",--,55.4,No,00:15.0,25,77,0:30:03,0:59:58,230,290
Running,12/20/21 7:42,FALSE,Henrico County Running,6.5,597,0:55:27,137,158,2.1,138,213,8:32,4:30,138,151,1.33,0,"8,014",--,42.8,No,02:38.7,12,75.2,0:45:18,1:03:12,161,236
Running,12/17/21 16:09,FALSE,Henrico County Running,6.12,576,0:55:03,135,162,2.1,120,240,9:00,3:00,112,118,1.69,0,"6,972",--,69.8,No,00:13.9,20,80.6,0:47:37,1:08:48,215,283
Running,12/16/21 16:21,FALSE,Henrico County Running,6.21,397,0:29:50,154,188,3,155,248,4:48,0:58,52,56,4.51,0,"4,524",--,68,No,00:11.2,39,78.8,0:28:50,0:30:14,240,277
Running,12/15/21 17:30,FALSE,Henrico County Running,1.29,143,0:10:00,149,164,2,170,178,7:44,6:31,46,36,1.23,0,"1,698",--,69.8,No,0:10:00,1,80.6,0:10:00,0:10:00,202,235
Running,12/14/21 16:12,FALSE,Henrico County Running,3.72,397,0:27:25,150,165,2.7,170,186,7:22,6:02,161,177,1.29,0,"4,724",--,57.2,No,03:34.4,2,71.6,0:27:23,0:27:40,151,209
Running,12/13/21 16:12,FALSE,Henrico County Running,4.08,413,0:39:08,134,155,1.7,122,249,9:35,3:06,141,131,1.46,0,"4,880",--,53.6,No,00:14.7,18,73.4,0:32:05,0:46:29,219,264
Running,12/11/21 8:34,FALSE,Henrico County Running,6,611,0:43:41,149,165,2.9,171,186,7:17,5:53,184,174,1.29,0,"7,508",--,66.2,No,0:43:41,1,78.8,0:43:18,0:43:47,143,209
Running,12/10/21 7:26,FALSE,Henrico County Running,4,417,0:28:29,152,175,2.9,175,202,7:08,4:45,151,154,1.29,0,"5,028",--,51.8,No,0:28:29,1,80.6,0:28:29,0:28:35,161,226
Running,12/9/21 16:11,FALSE,Henrico County Running,5.34,527,0:38:14,149,162,2.7,172,187,7:10,5:29,233,249,1.31,0,"6,642",--,51.8,No,00:30.6,4,71.6,0:38:07,0:41:08,169,241
Running,12/8/21 16:11,FALSE,Henrico County Running,6.29,643,0:53:26,144,177,2.7,133,245,8:30,4:23,148,135,1.38,0,"7,416",--,50,No,00:53.7,17,73.4,0:44:57,0:56:45,234,291
Running,12/7/21 16:10,FALSE,Henrico County Running,4.74,517,0:34:11,155,168,3.2,172,226,7:13,4:51,253,243,1.3,0,"5,936",--,48.2,No,03:31.8,2,75.2,0:34:08,0:34:28,226,281
Running,12/6/21 16:11,FALSE,Henrico County Running,4.58,436,0:42:51,133,159,2,120,229,9:21,3:19,108,98,1.53,0,"5,466",--,66.2,No,00:14.8,26,77,0:38:30,0:53:19,183,260
Running,12/4/21 10:42,FALSE,Henrico County Running,5.1,565,0:36:24,157,175,3.2,175,188,7:08,5:42,253,256,1.29,0,"6,394",--,59,No,0:36:24,1,69.8,0:36:24,0:36:55,114,264
Running,12/3/21 16:11,FALSE,Henrico County Running,3.44,307,0:40:37,116,154,1,104,235,11:49,3:16,75,75,1.22,0,"4,340",--,59,No,00:12.9,19,75.2,0:32:47,0:49:38,214,259
Running,12/2/21 16:10,FALSE,Henrico County Running,6.07,607,0:47:50,145,175,3.2,145,219,7:53,5:38,259,253,1.53,0,"7,186",--,66.2,No,02:30.3,4,77,0:47:15,0:58:10,199,273
Running,12/1/21 16:11,FALSE,Henrico County Running,4.84,514,0:45:51,140,180,2.7,119,246,9:29,3:11,105,105,1.53,0,"5,738",--,55.4,No,00:08.2,18,75.2,0:36:47,0:59:47,209,272
Running,11/30/21 16:18,FALSE,Henrico County Running,4.69,462,0:33:20,147,161,2.8,172,186,7:07,5:22,213,226,1.32,0,"5,754",--,59,No,03:20.5,2,73.4,0:33:20,0:40:06,203,279
Running,11/29/21 16:12,FALSE,Henrico County Running,5.76,549,0:50:28,136,170,2.4,134,236,8:46,3:28,108,112,1.35,0,"6,982",--,50,No,00:15.2,24,71.6,0:44:40,1:06:35,233,266
Treadmill Running,11/27/21 10:13,FALSE,Treadmill Running,0.67,62,05:56.5,124,129,0.4,156,165,8:53,8:06,--,--,1.16,0,930,--,78.8,No,05:56.5,1,78.8,05:56.5,05:56.5,--,--
Running,11/27/21 9:02,FALSE,Henrico County Running,8.33,948,1:00:01,160,182,3.6,173,194,7:13,5:39,377,328,1.29,0,"10,434",--,53.6,No,1:00:01,1,80.6,0:59:52,1:00:35,115,251
Running,11/25/21 8:54,FALSE,Richmond Running,3.07,406,0:31:06,148,179,2.5,133,229,10:08,5:09,223,197,1.15,0,"4,258",--,51.8,No,07:49.3,3,62.6,0:27:02,0:32:32,148,324
Running,11/25/21 8:33,FALSE,Richmond Running,3.1,261,0:17:23,150,172,2.5,183,215,5:37,3:38,89,112,1.57,0,"3,174",--,50,No,00:32.6,4,60.8,0:17:20,0:17:23,167,262
Running,11/25/21 8:12,FALSE,Richmond Running,0.87,99,07:35.6,137,148,1.1,152,178,8:44,6:38,52,62,1.22,0,"1,182",--,57.2,No,07:35.6,1,64.4,0:07:26,07:35.6,-118,-81
Running,11/24/21 10:38,FALSE,Running,3.86,433,0:26:07,162,171,3.2,176,189,6:46,5:45,157,138,1.36,0,"4,614",--,51.8,No,0:26:07,1,78.8,0:26:03,0:26:28,-242,-107
Running,11/23/21 16:13,FALSE,Henrico County Running,6.99,689,0:50:58,154,187,3.4,160,225,7:18,3:32,95,125,1.35,0,"8,282",--,53.6,No,00:58.8,18,73.4,0:49:15,1:02:08,-3,73
Running,11/22/21 16:30,FALSE,Henrico County Running,5.11,495,0:36:41,148,165,3,161,211,7:11,5:27,118,112,1.35,0,"6,000",--,55.4,No,02:12.7,3,66.2,0:36:14,0:36:51,184,240
Running,11/22/21 16:15,FALSE,Running,0.5,38,03:22.4,127,141,0.4,165,205,6:45,5:15,3,3,1.44,0,582,--,75.2,No,03:22.4,1,77,0:03:16,03:22.4,236,248
Running,11/12/21 7:02,FALSE,Henrico County Running,3.19,308,0:24:53,138,153,2.1,165,184,7:49,5:40,95,108,1.25,0,"4,210",--,64.4,No,0:24:53,1,78.8,0:24:51,0:24:53,251,283
Running,11/11/21 16:15,FALSE,Henrico County Running,3.91,344,0:27:30,141,160,2.1,156,215,7:02,4:32,66,59,1.43,0,"4,386",--,66.2,No,00:58.7,10,84.2,0:26:01,0:42:15,264,304
Running,11/10/21 16:51,FALSE,Henrico County Running,1.24,159,0:10:03,159,166,2.2,161,182,8:07,6:19,39,23,1.23,0,"1,678",--,62.6,No,0:10:03,1,66.2,0:10:03,0:10:03,203,249
Running,11/10/21 16:15,FALSE,Henrico County Running,1.95,218,0:14:41,150,165,2.4,167,186,7:31,5:33,66,92,1.28,0,"2,488",--,68,No,0:14:41,1,82.4,0:14:37,0:14:41,205,263
Running,11/9/21 16:09,FALSE,Henrico County Running,5.06,499,0:33:45,153,171,3.1,174,193,6:40,4:48,187,207,1.38,0,"5,916",--,64.4,No,03:14.9,2,78.8,0:33:45,0:48:22,185,257
Running,11/8/21 16:11,FALSE,Henrico County Running,6.1,708,1:03:30,134,172,3,114,240,10:25,3:02,118,141,1.36,0,"7,320",--,62.6,No,00:20.2,18,80.6,0:46:00,1:03:43,223,281
Running,11/5/21 7:30,FALSE,Henrico County Running,3.89,319,0:26:31,140,158,2.2,167,216,6:49,4:02,39,39,1.38,0,"4,390",--,46.4,No,00:15.3,34,59,0:25:02,0:29:19,264,293
Running,11/4/21 9:06,FALSE,Henrico County Running,5.33,517,0:37:54,146,161,2.9,171,186,7:06,6:22,236,256,1.32,0,"6,522",--,53.6,No,03:30.8,2,73.4,0:37:49,0:58:04,168,267
Running,11/3/21 12:50,FALSE,Hanover County Running,1.32,140,09:58.4,145,155,2,170,176,7:32,6:32,56,46,1.26,0,"1,702",--,62.6,No,09:58.4,1,68,09:58.4,09:58.4,117,148
Running,11/2/21 9:06,FALSE,Henrico County Running,2.32,264,0:25:02,130,155,1.8,125,248,10:47,3:50,85,92,1.19,0,"3,448",--,62.6,No,0:25:02,1,78.8,0:22:38,0:25:02,205,287
Running,10/28/21 16:11,FALSE,Henrico County Running,5.79,556,0:39:44,149,173,3.1,169,182,6:51,5:18,253,256,1.39,0,"6,816",--,64.4,No,03:17.4,2,77,0:39:40,0:55:11,111,246
Running,10/22/21 7:27,FALSE,Henrico County Running,3,328,0:21:12,155,181,2.9,174,192,7:04,6:00,128,144,1.31,0,"3,690",--,66.2,No,0:21:12,1,80.6,0:21:09,0:21:50,159,223
Running,10/20/21 16:12,FALSE,Henrico County Running,4.3,491,0:41:48,141,163,2.3,128,247,9:44,3:05,115,112,1.21,0,"5,516",--,77,No,00:12.1,10,86,0:32:08,0:42:50,244,313
Running,10/19/21 16:12,FALSE,Henrico County Running,5.1,470,0:41:32,134,163,2.2,141,212,8:09,3:35,89,79,1.34,0,"6,042",--,73.4,No,00:13.3,11,80.6,0:36:32,0:44:44,239,274
Running,10/18/21 19:20,FALSE,Henrico County Running,3.88,430,0:28:42,153,180,3.1,170,192,7:23,5:35,141,148,1.28,0,"4,960",--,64.4,No,0:28:42,1,82.4,0:28:37,0:30:33,174,248
Running,10/16/21 7:38,FALSE,Hanover County Running,1.26,134,0:10:01,140,153,1.6,165,175,7:58,7:12,26,20,1.22,0,"1,680",--,69.8,No,0:10:01,1,71.6,0:09:57,0:10:01,109,127
Running,10/15/21 7:04,FALSE,Henrico County Running,3.27,307,0:25:00,137,152,2,169,178,7:38,6:06,72,75,1.25,0,"4,244",--,66.2,No,0:25:00,1,77,0:24:54,0:28:33,198,234
Running,10/14/21 16:10,FALSE,Henrico County Running,4.43,400,0:43:15,127,147,1.7,124,248,9:46,3:06,121,118,1.35,0,"5,428",--,77,No,00:13.4,18,86,0:39:13,0:43:36,203,269
Running,10/13/21 16:09,FALSE,Henrico County Running,5.83,556,0:40:39,148,167,2.7,172,226,6:58,6:17,253,253,1.35,0,"7,024",--,78.8,No,03:34.9,2,86,0:40:28,0:54:41,150,294
Running,10/12/21 16:11,FALSE,Henrico County Running,5.15,367,0:38:30,125,148,1.7,146,228,7:29,3:27,128,148,1.43,0,"5,776",--,73.4,No,00:14.8,11,80.6,0:35:31,0:51:57,253,295
Running,10/8/21 6:49,FALSE,Henrico County Running,5.88,472,0:52:45,128,150,1.9,120,237,8:58,3:13,108,118,1.4,0,"6,610",--,69.8,No,00:13.9,42,77,0:46:20,1:02:41,226,291
Running,10/7/21 16:10,FALSE,Henrico County Running,7.53,742,0:53:56,150,168,2.8,171,208,7:10,3:28,292,289,1.31,0,"9,296",--,75.2,No,03:11.7,2,82.4,0:53:52,0:58:21,110,196
Running,10/7/21 7:02,FALSE,Henrico County Running,5.82,514,0:41:41,140,159,2.4,174,200,7:09,4:44,279,312,1.29,0,"7,242",--,69.8,No,01:02.1,9,84.2,0:41:37,0:42:34,270,360
Running,10/6/21 17:18,FALSE,Hanover County Running,1.27,147,0:10:45,143,156,2,161,174,8:29,6:22,52,69,1.18,0,"1,746",--,77,No,0:10:45,1,78.8,0:10:38,0:12:04,237,293
Running,10/5/21 16:10,FALSE,Henrico County Running,4.46,417,0:34:16,141,159,2.4,160,236,7:41,3:13,151,180,1.3,0,"5,602",--,82.4,No,00:01.8,11,87.8,0:33:43,0:44:06,222,333
Running,10/4/21 19:54,FALSE,Running,3.38,398,0:30:46,142,152,2.2,169,181,9:06,7:10,135,128,1.05,0,"5,270",--,77,No,0:30:46,1,84.2,0:30:39,0:31:21,265,325
Running,10/2/21 10:56,FALSE,Hanover County Running,0.94,198,0:24:38,122,160,1,77,190,26:09:00,10:01,33,20,0.8,0,"2,532",--,84.2,No,0:24:38,1,93.2,0:18:05,0:26:43,259,281
Running,10/2/21 9:21,FALSE,Hanover County Running,1.33,152,0:10:24,148,158,2,168,215,7:47,6:39,33,33,1.23,0,"1,758",--,71.6,No,0:10:24,1,77,0:10:24,0:11:03,215,236
Running,10/1/21 7:05,FALSE,Henrico County Running,3.12,317,0:25:01,140,150,2,170,192,8:01,6:15,75,85,1.18,0,"4,320",--,60.8,No,0:25:01,1,75.2,0:24:55,0:25:01,249,288
Running,9/30/21 16:11,FALSE,Henrico County Running,5.26,519,0:44:57,138,165,2.1,142,248,8:33,3:03,95,115,1.28,0,"6,262",--,77,No,00:15.3,24,86,0:41:29,0:52:34,225,285
Running,9/30/21 7:00,FALSE,Henrico County Running,6,704,0:43:46,163,195,3.9,173,202,7:17,5:03,217,236,1.27,0,"7,660",--,59,No,0:43:46,1,82.4,0:43:38,0:44:49,174,260
Running,9/29/21 16:10,FALSE,Henrico County Running,5.51,556,0:40:04,149,168,2.8,170,243,7:16,3:27,236,262,1.3,0,"6,880",--,71.6,No,03:27.5,2,84.2,0:39:46,1:03:36,171,316
Running,9/28/21 16:12,FALSE,Henrico County Running,5.41,582,0:45:11,145,190,2.8,131,232,8:21,3:23,49,46,1.39,0,"6,304",--,80.6,No,00:14.4,25,87.8,0:37:35,0:56:57,267,296
Running,9/27/21 16:12,FALSE,Henrico County Running,5.98,582,0:40:46,154,182,3.3,163,241,6:49,3:11,184,190,1.57,0,"6,716",--,78.8,No,00:12.3,11,87.8,0:39:28,1:05:45,219,292
Running,9/25/21 8:03,FALSE,Henrico County Running,13.11,"1,295",1:34:50,152,178,3.2,173,190,7:14,6:16,459,492,1.29,0,"16,490",--,60.8,No,1:34:50,1,77,1:34:38,1:37:01,150,234
Running,9/24/21 7:05,FALSE,Henrico County Running,4.29,412,0:34:51,137,151,2,167,206,8:08,5:42,144,161,1.18,0,"5,882",--,59,No,0:34:51,1,75.2,0:34:16,0:34:51,222,285
Running,9/23/21 17:10,FALSE,Hanover County Running,1.85,199,0:14:52,140,150,2,167,175,8:02,6:31,46,46,1.2,0,"2,490",--,75.2,No,00:00.5,2,84.2,0:14:52,13:45:14,143,244
Running,9/22/21 15:57,FALSE,Henrico County Running,4.4,376,0:32:58,136,164,1.8,168,229,7:29,3:53,89,95,1.28,0,"5,506",--,73.4,No,00:14.9,9,84.2,0:32:49,0:34:47,-97,-28
Running,9/21/21 16:12,FALSE,Henrico County Running,4.89,455,0:37:18,140,156,2.2,162,247,7:38,3:15,154,177,1.29,0,"6,134",--,78.8,No,00:02.3,13,86,0:36:38,0:52:35,-103,16
Running,9/20/21 16:37,FALSE,Henrico County Running,4.64,498,0:43:05,141,183,3,128,230,9:17,3:42,82,79,1.25,0,"5,840",--,80.6,No,00:13.9,21,86,0:39:56,0:43:05,-57,-7
Running,9/20/21 16:11,FALSE,Henrico County Running,1.27,129,0:10:01,138,148,1.3,170,179,7:54,6:12,69,69,1.2,0,"1,696",--,82.4,No,0:10:01,1,86,0:10:01,0:10:01,-51,-7
Running,9/20/21 7:06,FALSE,Henrico County Running,6.31,547,0:50:21,136,159,2.1,162,248,7:59,5:56,220,240,1.25,0,"8,286",--,71.6,No,0:14:54,2,84.2,0:48:03,0:51:33,203,297
Running,9/17/21 7:06,FALSE,Henrico County Running,3.67,369,0:29:00,143,160,2.3,159,247,7:54,3:11,138,138,1.38,0,"4,670",--,77,No,00:14.1,9,84.2,0:28:00,0:32:09,247,295
